Id,SalePrice
1461,132432.47
1462,158631.0
1463,179331.73
1464,186212.53
1465,193456.19
1466,182008.05
1467,169032.52
1468,175993.83
1469,178583.36
1470,110052.375
1471,175461.23
1472,92433.15
1473,96628.06
1474,147693.84
1475,132348.88
1476,408394.56
1477,262708.88
1478,334370.16
1479,273561.2
1480,460061.16
1481,299662.5
1482,222051.47
1483,174681.52
1484,171977.75
1485,179526.47
1486,193698.58
1487,374008.34
1488,255549.6
1489,200047.3
1490,195039.14
1491,187959.61
1492,101994.83
1493,183849.92
1494,287734.66
1495,279792.78
1496,213385.77
1497,197509.55
1498,159697.94
1499,152402.97
1500,160952.33
1501,177621.14
1502,151565.05
1503,235355.89
1504,245479.92
1505,210965.31
1506,179337.2
1507,226775.1
1508,196141.72
1509,175293.81
1510,143884.19
1511,143364.11
1512,163721.31
1513,155175.31
1514,153902.83
1515,186227.62
1516,159325.55
1517,156600.72
1518,136469.66
1519,198424.08
1520,133296.88
1521,140469.08
1522,160997.92
1523,128815.45
1524,134701.69
1525,126865.27
1526,131450.86
1527,105494.38
1528,137032.28
1529,143758.0
1530,165817.97
1531,101999.59
1532,84172.65
1533,131127.33
1534,125311.56
1535,151605.81
1536,112627.945
1537,73908.6
1538,163204.23
1539,189772.11
1540,98570.93
1541,164325.6
1542,136394.33
1543,193344.23
1544,80311.93
1545,116443.24
1546,125313.36
1547,131702.33
1548,132319.47
1549,112360.49
1550,134460.9
1551,96769.34
1552,111633.336
1553,139295.14
1554,112810.484
1555,167333.97
1556,108463.4
1557,100522.85
1558,112751.22
1559,104800.266
1560,126603.234
1561,122060.38
1562,119156.67
1563,104314.16
1564,141869.5
1565,149142.81
1566,261377.38
1567,82585.53
1568,214327.2
1569,136285.89
1570,134154.14
1571,133324.22
1572,127272.57
1573,189860.1
1574,104373.766
1575,161477.38
1576,207581.92
1577,192975.44
1578,156003.88
1579,135896.27
1580,197809.83
1581,153092.88
1582,128911.06
1583,278492.6
1584,242888.77
1585,141889.25
1586,74547.98
1587,117234.484
1588,141748.33
1589,109472.46
1590,122568.39
1591,102047.85
1592,113675.32
1593,114761.766
1594,159802.16
1595,111323.64
1596,226287.72
1597,196604.48
1598,268613.06
1599,168177.1
1600,169790.58
1601,51203.766
1602,86994.4
