Id,SalePrice
1461,121838.52177615989
1462,155666.68344744845
1463,176487.96501070212
1464,176487.96501070212
1465,198406.01084796144
1466,176487.96501070212
1467,170099.26724927832
1468,175452.06107594888
1469,159096.86778344034
1470,121838.52177615989
1471,177400.85233766204
1472,91366.17418134621
1473,91366.17418134621
1474,145799.09561081728
1475,161131.88134907308
1476,406187.73044678866
1477,279747.53329174564
1478,332021.85228967597
1479,279747.53329174564
1480,514774.23711028724
1481,328758.78306036355
1482,198406.01084796144
1483,170099.26724927832
1484,161131.88134907308
1485,177400.85233766204
1486,213066.90271312316
1487,328758.78306036355
1488,238518.19116264043
1489,185962.44345998927
1490,185891.88820697847
1491,184972.30285300856
1492,99569.50373394792
1493,145799.09561081728
1494,328758.78306036355
1495,311019.97213857307
1496,205046.41376404514
1497,196676.46031959503
1498,161131.88134907308
1499,161131.88134907308
1500,170099.26724927832
1501,175452.06107594888
1502,161131.88134907308
1503,264593.161666258
1504,238518.19116264043
1505,196676.46031959503
1506,165465.99150410786
1507,205831.88237111527
1508,205831.88237111527
1509,169429.95919757013
1510,157806.3750696759
1511,157806.3750696759
1512,157806.3750696759
1513,163304.62799553183
1514,143415.62039078798
1515,155666.68344744845
1516,156570.40162528708
1517,143937.86617233334
1518,135759.4636088174
1519,196676.46031959503
1520,128592.14936984601
1521,128619.41508725422
1522,163304.62799553183
1523,128619.41508725422
1524,133180.5196776079
1525,133180.5196776079
1526,117138.24088480505
1527,114557.10907582007
1528,143415.62039078798
1529,135759.4636088174
1530,165073.4582965666
1531,131822.20192069001
1532,104556.06772938537
1533,127727.7501282115
1534,111544.92936909103
1535,146161.96998822474
1536,111544.92936909103
1537,60180.9420695412
1538,211722.5193089978
1539,262210.1475360217
1540,94121.03397244844
1541,186011.5103165104
1542,131822.20192069001
1543,223477.05101744964
1544,72133.4054181525
1545,119751.0014271879
1546,119751.0014271879
1547,131822.20192069001
1548,149803.71776934195
1549,104556.06772938537
1550,131822.20192069001
1551,91366.17418134621
1552,131822.20192069001
1553,186011.5103165104
1554,100887.90025253753
1555,169429.95919757013
1556,151686.6251154426
1557,126769.03725082462
1558,99569.50373394792
1559,128619.41508725422
1560,126769.03725082462
1561,141696.0560510827
1562,121838.52177615989
1563,105927.53566515303
1564,135759.4636088174
1565,157806.3750696759
1566,234178.66993528657
1567,99569.50373394792
1568,205831.88237111527
1569,146161.96998822474
1570,112796.14321314212
1571,131822.20192069001
1572,111544.92936909103
1573,149114.54852126742
1574,135011.65959444086
1575,159096.86778344034
1576,186580.67142818437
1577,185962.44345998927
1578,156570.40162528708
1579,143752.66072353098
1580,184972.30285300856
1581,143937.86617233334
1582,121838.52177615989
1583,262210.1475360217
1584,263231.21191719425
1585,143752.66072353098
1586,60180.9420695412
1587,112796.14321314212
1588,135011.65959444086
1589,135011.65959444086
1590,112796.14321314212
1591,72133.4054181525
1592,126769.03725082462
1593,114557.10907582007
1594,126769.03725082462
1595,128619.41508725422
1596,248691.4486392674
1597,199600.5215868511
1598,173430.53779927772
1599,238518.19116264043
1600,198406.01084796144
1601,60180.9420695412
1602,91366.17418134621
1603,100855.74820855669
1604,265777.33717282326
1605,249982.52513754764
1606,165073.4582965666
1607,186580.67142818437
1608,208059.43511422587
1609,185962.44345998927
1610,185891.88820697847
1611,167191.32093629826
1612,157806.3750696759
1613,167191.32093629826
1614,112796.14321314212
1615,72133.4054181525
1616,72133.4054181525
1617,86606.08025652404
1618,124801.21728232938
1619,136627.1548322495
1620,135759.4636088174
1621,157806.3750696759
1622,141696.0560510827
1623,265777.33717282326
1624,186580.67142818437
1625,121838.52177615989
1626,165073.4582965666
1627,176487.96501070212
1628,262210.1475360217
1629,184972.30285300856
1630,281104.0222171557
1631,265777.33717282326
1632,265777.33717282326
1633,177400.85233766204
1634,175452.06107594888
1635,175452.06107594888
1636,170099.26724927832
1637,205831.88237111527
1638,235194.60040523333
1639,176487.96501070212
1640,263231.21191719425
1641,205831.88237111527
1642,248691.4486392674
1643,238518.19116264043
1644,211722.5193089978
1645,176487.96501070212
1646,149727.4995218925
1647,159096.86778344034
1648,135759.4636088174
1649,143937.86617233334
1650,121838.52177615989
1651,121838.52177615989
1652,91366.17418134621
1653,112796.14321314212
1654,145799.09561081728
1655,161131.88134907308
1656,145799.09561081728
1657,145799.09561081728
1658,145799.09561081728
1659,161131.88134907308
1660,148033.89680953982
1661,514774.23711028724
1662,514774.23711028724
1663,406187.73044678866
1664,514774.23711028724
1665,406187.73044678866
1666,279747.53329174564
1667,328758.78306036355
1668,406187.73044678866
1669,332021.85228967597
1670,406187.73044678866
1671,234178.66993528657
1672,332021.85228967597
1673,328758.78306036355
1674,279747.53329174564
1675,170099.26724927832
1676,179965.77207739704
1677,208059.43511422587
1678,332021.85228967597
1679,328758.78306036355
1680,406187.73044678866
1681,406187.73044678866
1682,279747.53329174564
1683,161131.88134907308
1684,177400.85233766204
1685,185891.88820697847
1686,161131.88134907308
1687,177400.85233766204
1688,184972.30285300856
1689,184972.30285300856
1690,205046.41376404514
1691,177400.85233766204
1692,262210.1475360217
1693,177400.85233766204
1694,175452.06107594888
1695,177400.85233766204
1696,235194.60040523333
1697,177400.85233766204
1698,368869.0294339388
1699,311019.97213857307
1700,248691.4486392674
1701,281104.0222171557
1702,249982.52513754764
1703,249982.52513754764
1704,238518.19116264043
1705,198406.01084796144
1706,305711.0518210468
1707,208059.43511422587
1708,208059.43511422587
1709,305711.0518210468
1710,238518.19116264043
1711,249982.52513754764
1712,211722.5193089978
1713,234178.66993528657
1714,196676.46031959503
1715,196676.46031959503
1716,177400.85233766204
1717,177400.85233766204
1718,141696.0560510827
1719,213066.90271312316
1720,238518.19116264043
1721,177400.85233766204
1722,128592.14936984601
1723,157481.0999673532
1724,177400.85233766204
1725,223477.05101744964
1726,186580.67142818437
1727,165073.4582965666
1728,173430.53779927772
1729,165073.4582965666
1730,126769.03725082462
1731,117138.24088480505
1732,121838.52177615989
1733,121838.52177615989
1734,117138.24088480505
1735,124801.21728232938
1736,124801.21728232938
1737,328758.78306036355
1738,213066.90271312316
1739,248691.4486392674
1740,205831.88237111527
1741,179965.77207739704
1742,175452.06107594888
1743,161131.88134907308
1744,264593.161666258
1745,234178.66993528657
1746,281104.0222171557
1747,235194.60040523333
1748,226107.96179626032
1749,151686.6251154426
1750,151686.6251154426
1751,235194.60040523333
1752,124801.21728232938
1753,157806.3750696759
1754,223477.05101744964
1755,151686.6251154426
1756,124801.21728232938
1757,124801.21728232938
1758,147468.52171072044
1759,147468.52171072044
1760,157806.3750696759
1761,157806.3750696759
1762,135759.4636088174
1763,155666.68344744845
1764,99569.50373394792
1765,163304.62799553183
1766,156570.40162528708
1767,163304.62799553183
1768,135176.78404276157
1769,159096.86778344034
1770,135176.78404276157
1771,128619.41508725422
1772,128619.41508725422
1773,128619.41508725422
1774,147468.52171072044
1775,133180.5196776079
1776,99569.50373394792
1777,133180.5196776079
1778,114557.10907582007
1779,126769.03725082462
1780,173430.53779927772
1781,143415.62039078798
1782,60180.9420695412
1783,135011.65959444086
1784,100855.74820855669
1785,104556.06772938537
1786,121623.72614844823
1787,149114.54852126742
1788,60180.9420695412
1789,104556.06772938537
1790,60180.9420695412
1791,186580.67142818437
1792,155666.68344744845
1793,136218.20125926932
1794,121838.52177615989
1795,135176.78404276157
1796,135176.78404276157
1797,99569.50373394792
1798,135176.78404276157
1799,114557.10907582007
1800,141696.0560510827
1801,155666.68344744845
1802,165073.4582965666
1803,163304.62799553183
1804,136627.1548322495
1805,143937.86617233334
1806,100887.90025253753
1807,186011.5103165104
1808,121623.72614844823
1809,100887.90025253753
1810,131822.20192069001
1811,100887.90025253753
1812,121623.72614844823
1813,111544.92936909103
1814,100855.74820855669
1815,60180.9420695412
1816,97929.82682785355
1817,94121.03397244844
1818,149803.71776934195
1819,111544.92936909103
1820,72133.4054181525
1821,131822.20192069001
1822,149803.71776934195
1823,60180.9420695412
1824,131822.20192069001
1825,149803.71776934195
1826,119751.0014271879
1827,104556.06772938537
1828,131822.20192069001
1829,91366.17418134621
1830,131822.20192069001
1831,183026.75487448066
1832,94121.03397244844
1833,131822.20192069001
1834,149803.71776934195
1835,183026.75487448066
1836,131822.20192069001
1837,72133.4054181525
1838,186011.5103165104
1839,114557.10907582007
1840,135011.65959444086
1841,135011.65959444086
1842,91366.17418134621
1843,148033.89680953982
1844,136218.20125926932
1845,141696.0560510827
1846,157481.0999673532
1847,199600.5215868511
1848,99569.50373394792
1849,135011.65959444086
1850,91366.17418134621
1851,149803.71776934195
1852,112796.14321314212
1853,123379.48587282753
1854,159096.86778344034
1855,156570.40162528708
1856,216400.41923412198
1857,147468.52171072044
1858,126769.03725082462
1859,126769.03725082462
1860,135759.4636088174
1861,126769.03725082462
1862,235194.60040523333
1863,223477.05101744964
1864,223477.05101744964
1865,305711.0518210468
1866,305711.0518210468
1867,238518.19116264043
1868,211722.5193089978
1869,185962.44345998927
1870,249982.52513754764
1871,264593.161666258
1872,170099.26724927832
1873,213066.90271312316
1874,149727.4995218925
1875,187374.67241889247
1876,205831.88237111527
1877,187374.67241889247
1878,234178.66993528657
1879,117138.24088480505
1880,136627.1548322495
1881,234178.66993528657
1882,262210.1475360217
1883,207604.03287589
1884,216400.41923412198
1885,265777.33717282326
1886,211722.5193089978
1887,187374.67241889247
1888,249982.52513754764
1889,170099.26724927832
1890,135011.65959444086
1891,123379.48587282753
1892,86606.08025652404
1893,135011.65959444086
1894,146161.96998822474
1895,146161.96998822474
1896,111544.92936909103
1897,128619.41508725422
1898,126769.03725082462
1899,151686.6251154426
1900,185962.44345998927
1901,169429.95919757013
1902,151686.6251154426
1903,248691.4486392674
1904,133180.5196776079
1905,169429.95919757013
1906,169429.95919757013
1907,199600.5215868511
1908,149727.4995218925
1909,145799.09561081728
1910,145799.09561081728
1911,205831.88237111527
1912,285844.2107824792
1913,131822.20192069001
1914,72133.4054181525
1915,265777.33717282326
1916,60180.9420695412
1917,262210.1475360217
1918,131072.72778553134
1919,165073.4582965666
1920,157806.3750696759
1921,305711.0518210468
1922,305711.0518210468
1923,226107.96179626032
1924,234178.66993528657
1925,248691.4486392674
1926,305711.0518210468
1927,143937.86617233334
1928,167191.32093629826
1929,124801.21728232938
1930,136218.20125926932
1931,143752.66072353098
1932,157806.3750696759
1933,157806.3750696759
1934,175452.06107594888
1935,175452.06107594888
1936,176487.96501070212
1937,176487.96501070212
1938,170099.26724927832
1939,265777.33717282326
1940,198406.01084796144
1941,176487.96501070212
1942,205831.88237111527
1943,198406.01084796144
1944,328758.78306036355
1945,332021.85228967597
1946,151686.6251154426
1947,406187.73044678866
1948,202760.9295891286
1949,173430.53779927772
1950,159096.86778344034
1951,235194.60040523333
1952,234178.66993528657
1953,170099.26724927832
1954,223477.05101744964
1955,151686.6251154426
1956,235194.60040523333
1957,185891.88820697847
1958,262210.1475360217
1959,135759.4636088174
1960,131072.72778553134
1961,121838.52177615989
1962,91366.17418134621
1963,112796.14321314212
1964,127727.7501282115
1965,145799.09561081728
1966,161131.88134907308
1967,279747.53329174564
1968,328758.78306036355
1969,406187.73044678866
1970,514774.23711028724
1971,514774.23711028724
1972,332021.85228967597
1973,281104.0222171557
1974,311019.97213857307
1975,332021.85228967597
1976,279747.53329174564
1977,368869.0294339388
1978,368869.0294339388
1979,406187.73044678866
1980,208059.43511422587
1981,406187.73044678866
1982,198406.01084796144
1983,198406.01084796144
1984,184972.30285300856
1985,161131.88134907308
1986,196676.46031959503
1987,161131.88134907308
1988,185891.88820697847
1989,213066.90271312316
1990,216400.41923412198
1991,208059.43511422587
1992,216400.41923412198
1993,177400.85233766204
1994,235194.60040523333
1995,184972.30285300856
1996,281104.0222171557
1997,332021.85228967597
1998,311019.97213857307
1999,248691.4486392674
2000,311019.97213857307
2001,248691.4486392674
2002,234178.66993528657
2003,238518.19116264043
2004,238518.19116264043
2005,198406.01084796144
2006,238518.19116264043
2007,249982.52513754764
2008,185962.44345998927
2009,186580.67142818437
2010,184972.30285300856
2011,141696.0560510827
2012,177400.85233766204
2013,186580.67142818437
2014,186580.67142818437
2015,184972.30285300856
2016,186580.67142818437
2017,213066.90271312316
2018,117138.24088480505
2019,121838.52177615989
2020,105927.53566515303
2021,105927.53566515303
2022,185891.88820697847
2023,157806.3750696759
2024,205831.88237111527
2025,514774.23711028724
2026,161131.88134907308
2027,170099.26724927832
2028,161131.88134907308
2029,175452.06107594888
2030,305711.0518210468
2031,305711.0518210468
2032,305711.0518210468
2033,305711.0518210468
2034,161131.88134907308
2035,234178.66993528657
2036,211722.5193089978
2037,211722.5193089978
2038,305711.0518210468
2039,198406.01084796144
2040,305711.0518210468
2041,265777.33717282326
2042,213066.90271312316
2043,151686.6251154426
2044,165465.99150410786
2045,234178.66993528657
2046,169429.95919757013
2047,135759.4636088174
2048,121838.52177615989
2049,157806.3750696759
2050,173430.53779927772
2051,128592.14936984601
2052,136218.20125926932
2053,135176.78404276157
2054,86606.08025652404
2055,157806.3750696759
2056,143415.62039078798
2057,99569.50373394792
2058,163304.62799553183
2059,128619.41508725422
2060,147468.52171072044
2061,163304.62799553183
2062,117138.24088480505
2063,133180.5196776079
2064,147468.52171072044
2065,99569.50373394792
2066,163304.62799553183
2067,126769.03725082462
2068,147468.52171072044
2069,100855.74820855669
2070,111544.92936909103
2071,86606.08025652404
2072,146161.96998822474
2073,143937.86617233334
2074,159096.86778344034
2075,135176.78404276157
2076,114557.10907582007
2077,155666.68344744845
2078,128592.14936984601
2079,165073.4582965666
2080,114557.10907582007
2081,128619.41508725422
2082,141696.0560510827
2083,135759.4636088174
2084,114557.10907582007
2085,128592.14936984601
2086,127727.7501282115
2087,111544.92936909103
2088,111544.92936909103
2089,91366.17418134621
2090,149803.71776934195
2091,121623.72614844823
2092,131822.20192069001
2093,131822.20192069001
2094,149114.54852126742
2095,186011.5103165104
2096,104556.06772938537
2097,104556.06772938537
2098,131822.20192069001
2099,60180.9420695412
2100,146161.96998822474
2101,131822.20192069001
2102,149114.54852126742
2103,104556.06772938537
2104,131822.20192069001
2105,100887.90025253753
2106,60180.9420695412
2107,263231.21191719425
2108,112796.14321314212
2109,100855.74820855669
2110,119751.0014271879
2111,149114.54852126742
2112,131822.20192069001
2113,119751.0014271879
2114,100887.90025253753
2115,149803.71776934195
2116,104556.06772938537
2117,149803.71776934195
2118,119751.0014271879
2119,104556.06772938537
2120,119751.0014271879
2121,86606.08025652404
2122,119751.0014271879
2123,112796.14321314212
2124,183026.75487448066
2125,131822.20192069001
2126,94121.03397244844
2127,149803.71776934195
2128,149803.71776934195
2129,97929.82682785355
2130,186011.5103165104
2131,131822.20192069001
2132,121623.72614844823
2133,104556.06772938537
2134,119751.0014271879
2135,97929.82682785355
2136,121623.72614844823
2137,133180.5196776079
2138,148033.89680953982
2139,157481.0999673532
2140,143937.86617233334
2141,149727.4995218925
2142,128592.14936984601
2143,136218.20125926932
2144,99569.50373394792
2145,143937.86617233334
2146,145799.09561081728
2147,165465.99150410786
2148,126769.03725082462
2149,121838.52177615989
2150,173430.53779927772
2151,149114.54852126742
2152,146161.96998822474
2153,131822.20192069001
2154,123379.48587282753
2155,127727.7501282115
2156,186580.67142818437
2157,207604.03287589
2158,263231.21191719425
2159,223477.05101744964
2160,187374.67241889247
2161,238518.19116264043
2162,305711.0518210468
2163,305711.0518210468
2164,264593.161666258
2165,169429.95919757013
2166,149727.4995218925
2167,187374.67241889247
2168,205831.88237111527
2169,207604.03287589
2170,216400.41923412198
2171,170099.26724927832
2172,149727.4995218925
2173,176487.96501070212
2174,223477.05101744964
2175,305711.0518210468
2176,264593.161666258
2177,263231.21191719425
2178,211722.5193089978
2179,143752.66072353098
2180,205831.88237111527
